cluster,count,percentage,acc_mag_mean_mean,acc_mag_std_mean,acc_mag_var_mean,acc_mag_min_mean,acc_mag_max_mean,acc_mag_range_mean,acc_mag_median_mean,acc_mag_q25_mean,acc_mag_q75_mean,acc_mag_iqr_mean,acc_mag_skewness_mean,acc_mag_kurtosis_mean,acc_mag_rms_mean,acc_mag_mean_diff_mean,acc_mag_std_diff_mean,acc_mag_zero_crossing_rate_mean,acc_mag_spectral_centroid_mean,acc_mag_spectral_rolloff_mean,acc_mag_spectral_bandwidth_mean,acc_mag_low_freq_energy_mean
0,7,4.487179487179487,9.968199104217536,2.2660458321997283,6.486011153867771,3.2048535519359933,23.66063538582376,20.455781833887766,9.754459209139808,9.580597017736698,10.404309033211574,0.8237120154748753,1.2333460823356113,19.74254278032749,10.28376044390542,2.1413546354858384,3.9520842624419026,0.0,7.681067568424671,17.75,8.259983915479339,0.970750754892471
1,94,60.256410256410255,10.371923346190673,4.7970270402926465,23.48171896289192,0.8972191243511081,27.29945110809251,26.402231983741398,9.969344731044927,7.052912527856119,13.17175521562003,6.118842687763914,0.6384642416929976,1.0457649241436926,11.441298992461665,6.835145516134485,8.671169423187107,0.0,11.518750133530435,22.14627659574468,9.244131871046534,0.9048031338682133
2,55,35.256410256410255,11.034046748356744,6.960786170500735,49.045854657412484,0.34763954878023035,42.597035005819905,42.24939545703966,10.037652898977823,6.2041124968278245,14.503949123705933,8.299836626878106,1.3338303587898803,3.5891220805466806,13.057426200577735,8.960975280746153,11.683070324530979,0.0,11.621656243825583,21.181818181818183,8.433174467194638,0.8394102721498649
