k_values,inertia,silhouette,calinski_harabasz,davies_bouldin
2,8573.161258998436,0.32129936313697427,84.18985066409009,1.201446795420741
3,7116.59262931943,0.32777878506051,66.03871941761089,1.149281462366667
4,6266.69063934773,0.24636289181220042,56.541433854779946,1.4028845430488435
5,5669.85351567423,0.18895076189193097,50.53534963314222,1.4315692760855225
6,5049.361758890167,0.194155477681963,48.7822340713879,1.3236655831875337
7,4456.158412746585,0.1973585128390925,49.062154551048174,1.2495066012584637
8,4232.94872157035,0.1854265038124226,45.08858201577248,1.2522108506957714
